dpt,slug,name,clean_name,real_name,postal_code,insee_code,long_deg,lat_deg
1,ozan,OZAN,ozan,Ozan,1190,1284,4.91667,46.3833
1,cormoranche-sur-saone,CORMORANCHE-SUR-SAONE,cormoranche sur saone,Cormoranche-sur-Saône,1290,1123,4.83333,46.2333
1,plagne-01,PLAGNE,plagne,Plagne,1130,1298,5.73333,46.1833
1,tossiat,TOSSIAT,tossiat,Tossiat,1250,1422,5.31667,46.1333
1,pouillat,POUILLAT,pouillat,Pouillat,1250,1309,5.43333,46.3333
1,torcieu,TORCIEU,torcieu,Torcieu,1230,1421,5.4,45.9167
1,replonges,REPLONGES,replonges,Replonges,1620,1320,4.88333,46.3
1,corcelles,CORCELLES,corcelles,Corcelles,1110,1119,5.58333,46.0333
1,peron,PERON,peron,Péron,1630,1288,5.93333,46.2
1,relevant,RELEVANT,relevant,Relevant,1990,1319,4.95,46.0833
1,chaveyriat,CHAVEYRIAT,chaveyriat,Chaveyriat,1660,1096,5.06667,46.1833
1,vaux-en-bugey,VAUX-EN-BUGEY,vaux en bugey,Vaux-en-Bugey,1150,1431,5.35,45.9167
1,maillat,MAILLAT,maillat,Maillat,1430,1228,5.55,46.1333
1,faramans-01,FARAMANS,faramans,Faramans,1800,1156,5.11667,45.9
1,beon-01,BEON,beon,Béon,1350,1039,5.75,45.8333
1,saint-bernard-01,SAINT-BERNARD,saint bernard,Saint-Bernard,1600,1339,4.73723,45.945
1,rossillon,ROSSILLON,rossillon,Rossillon,1510,1329,5.6,45.8333
1,pont-d-ain,PONT-D'AIN,pont d ain,Pont-d'Ain,1160,1304,5.33333,46.05
1,nantua,NANTUA,nantua,Nantua,1460,1269,5.61667,46.15
1,chavannes-sur-reyssouze,CHAVANNES-SUR-REYSSOUZE,chavannes sur reyssouze,Chavannes-sur-Reyssouze,1190,1094,5,46.4333
1,neuville-les-dames,NEUVILLE-LES-DAMES,neuville les dames,Neuville-les-Dames,1400,1272,5,46.1667
1,flaxieu,FLAXIEU,flaxieu,Flaxieu,1350,1162,5.73333,45.8167
1,hotonnes,HOTONNES,hotonnes,Hotonnes,1260,1187,5.68333,46
1,saint-sorlin-en-bugey,SAINT-SORLIN-EN-BUGEY,saint sorlin en bugey,Saint-Sorlin-en-Bugey,1150,1386,5.36667,45.8833
1,songieu,SONGIEU,songieu,Songieu,1260,1409,5.7,45.9667
1,virieu-le-petit,VIRIEU-LE-PETIT,virieu le petit,Virieu-le-Petit,1260,1453,5.71667,45.9
1,saint-denis-en-bugey,SAINT-DENIS-EN-BUGEY,saint denis en bugey,Saint-Denis-en-Bugey,1500,1345,5.33333,45.95
1,charnoz-sur-ain,CHARNOZ-SUR-AIN,charnoz sur ain,Charnoz-sur-Ain,1800,1088,5.21667,45.8667
1,chazey-sur-ain,CHAZEY-SUR-AIN,chazey sur ain,Chazey-sur-Ain,1150,1099,5.25,45.9
1,marchamp,MARCHAMP,marchamp,Marchamp,1680,1233,5.55,45.7833
1,culoz,CULOZ,culoz,Culoz,1350,1138,5.78333,45.85
1,mantenay-montlin,MANTENAY-MONTLIN,mantenay montlin,Mantenay-Montlin,1560,1230,5.08333,46.4167
1,marboz,MARBOZ,marboz,Marboz,1851,1232,5.25,46.3333
1,foissiat,FOISSIAT,foissiat,Foissiat,1340,1163,5.18333,46.3667
1,treffort-cuisiat,TREFFORT-CUISIAT,treffort cuisiat,Treffort-Cuisiat,1370,1426,5.36834,46.2714
1,izieu,IZIEU,izieu,Izieu,1300,1193,5.63333,45.65
1,saint-etienne-du-bois-01,SAINT-ETIENNE-DU-BOIS,saint etienne du bois,Saint-Étienne-du-Bois,1370,1350,5.28333,46.2833
1,hauteville-lompnes,HAUTEVILLE-LOMPNES,hauteville lompnes,Hauteville-Lompnes,1110,1185,5.6,45.9667
1,saint-trivier-sur-moignans,SAINT-TRIVIER-SUR-MOIGNANS,saint trivier sur moignans,Saint-Trivier-sur-Moignans,1990,1389,4.9,46.0667
1,peyriat,PEYRIAT,peyriat,Peyriat,1430,1293,5.51667,46.15
1,evosges,EVOSGES,evosges,Évosges,1230,1155,5.5,45.9583
1,poncin,PONCIN,poncin,Poncin,1450,1303,5.4,46.0833
1,crans-01,CRANS,crans,Crans,1320,1129,5.21667,45.9667
1,montreal-la-cluse,MONTREAL-LA-CLUSE,montreal la cluse,Montréal-la-Cluse,1460,1265,5.57084,46.1867
1,cleyzieu,CLEYZIEU,cleyzieu,Cleyzieu,1230,1107,5.43333,45.9
1,lompnieu,LOMPNIEU,lompnieu,Lompnieu,1260,1221,5.65,45.9667
1,villereversure,VILLEREVERSURE,villereversure,Villereversure,1250,1447,5.38333,46.1833
1,saint-martin-du-mont-01,SAINT-MARTIN-DU-MONT,saint martin du mont,Saint-Martin-du-Mont,1160,1374,5.33333,46.1
1,saint-genis-pouilly,SAINT-GENIS-POUILLY,saint genis pouilly,Saint-Genis-Pouilly,1630,1354,6.01667,46.25
1,bolozon,BOLOZON,bolozon,Bolozon,1450,1051,5.48333,46.2
1,confrancon,CONFRANCON,confrancon,Confrançon,1310,1115,5.06667,46.2667
1,lochieu,LOCHIEU,lochieu,Lochieu,1260,1218,5.71667,45.9333
1,chanoz-chatenay,CHANOZ-CHATENAY,chanoz chatenay,Chanoz-Châtenay,1400,1084,5.03333,46.1833
1,villebois,VILLEBOIS,villebois,Villebois,1150,1444,5.43333,45.85
1,ceignes,CEIGNES,ceignes,Ceignes,1430,1067,5.5,46.1167
1,saint-didier-sur-chalaronne,SAINT-DIDIER-SUR-CHALARONNE,saint didier sur chalaronne,Saint-Didier-sur-Chalaronne,1140,1348,4.81667,46.1667
1,revonnas,REVONNAS,revonnas,Revonnas,1250,1321,5.33333,46.1667
1,bourg-saint-christophe,BOURG-SAINT-CHRISTOPHE,bourg saint christophe,Bourg-Saint-Christophe,1800,1054,5.16667,45.8833
1,condeissiat,CONDEISSIAT,condeissiat,Condeissiat,1400,1113,5.08333,46.1667
1,pirajoux,PIRAJOUX,pirajoux,Pirajoux,1270,1296,5.3,46.3833
1,chalamont,CHALAMONT,chalamont,Chalamont,1320,1074,5.16667,46
1,plantay,LE PLANTAY,le plantay,Le Plantay,1330,1299,5.08333,46.0167
1,versailleux,VERSAILLEUX,versailleux,Versailleux,1330,1434,5.1,45.9833
1,montagnat,MONTAGNAT,montagnat,Montagnat,1250,1254,5.28333,46.1667
1,vieu,VIEU,vieu,Vieu,1260,1442,5.68333,45.9
1,saint-andre-de-corcy,SAINT-ANDRE-DE-CORCY,saint andre de corcy,Saint-André-de-Corcy,1390,1333,4.95,45.9167
1,bressolles-01,BRESSOLLES,bressolles,Bressolles,1360,1062,5.1,45.8667
1,peronnas,PERONNAS,peronnas,Péronnas,1960,1289,5.2,46.1833
1,colomieu,COLOMIEU,colomieu,Colomieu,1300,1110,5.61667,45.7333
1,monthieux,MONTHIEUX,monthieux,Monthieux,1390,1261,4.93333,45.95
1,saint-jean-sur-reyssouze,SAINT-JEAN-SUR-REYSSOUZE,saint jean sur reyssouze,Saint-Jean-sur-Reyssouze,1560,1364,5.06667,46.4
1,garnerans,GARNERANS,garnerans,Garnerans,1140,1167,4.83333,46.2
1,montrevel-en-bresse,MONTREVEL-EN-BRESSE,montrevel en bresse,Montrevel-en-Bresse,1340,1266,5.13333,46.3333
1,conand,CONAND,conand,Conand,1230,1111,5.46667,45.8833
1,challes-la-montagne,CHALLES-LA-MONTAGNE,challes la montagne,Challes-la-Montagne,1450,1077,5.46667,46.1333
1,mogneneins,MOGNENEINS,mogneneins,Mogneneins,1140,1252,4.81667,46.1333
1,thoissey,THOISSEY,thoissey,Thoissey,1140,1420,4.8,46.1667
1,chaleins,CHALEINS,chaleins,Chaleins,1480,1075,4.8,46.0333
1,neuville-sur-ain,NEUVILLE-SUR-AIN,neuville sur ain,Neuville-sur-Ain,1160,1273,5.36667,46.0833
1,thil-01,THIL,thil,Thil,1120,1418,5.01667,45.8167
1,jujurieux,JUJURIEUX,jujurieux,Jujurieux,1640,1199,5.41667,46.0333
1,oncieu,ONCIEU,oncieu,Oncieu,1230,1279,5.46667,45.95
1,lurcy,LURCY,lurcy,Lurcy,1090,1225,4.76667,46.0667
1,balan-01,BALAN,balan,Balan,1360,1027,5.1,45.8333
1,ambutrix,AMBUTRIX,ambutrix,Ambutrix,1500,1008,5.33333,45.9333
1,sainte-croix-01,SAINTE-CROIX,sainte croix,Sainte-Croix,1120,1342,5.05195,45.8942
1,blyes,BLYES,blyes,Blyes,1150,1047,5.25,45.85
1,conzieu,CONZIEU,conzieu,Conzieu,1300,1117,5.6,45.7333
1,nievroz,NIEVROZ,nievroz,Niévroz,1120,1276,5.06667,45.8333
1,nurieux-volognat,NURIEUX-VOLOGNAT,nurieux volognat,Nurieux-Volognat,1460,1267,5.52667,46.1856
1,ambleon,AMBLEON,ambleon,Ambléon,1300,1006,5.6,45.75
1,saint-maurice-de-gourdans,SAINT-MAURICE-DE-GOURDANS,saint maurice de gourdans,Saint-Maurice-de-Gourdans,1800,1378,5.2,45.8167
1,chezery-forens,CHEZERY-FORENS,chezery forens,Chézery-Forens,1200,1104,5.88333,46.2167
1,sault-brenaz,SAULT-BRENAZ,sault brenaz,Sault-Brénaz,1150,1396,5.41667,45.85
1,murs-et-gelignieux,MURS-ET-GELIGNIEUX,murs et gelignieux,Murs-et-Gélignieux,1300,1268,5.66667,45.6333
1,petit-abergement,LE PETIT-ABERGEMENT,le petit abergement,Le Petit-Abergement,1260,1292,5.65,46.0333
1,cormoz,CORMOZ,cormoz,Cormoz,1560,1124,5.23333,46.45
1,saint-martin-de-bavel,SAINT-MARTIN-DE-BAVEL,saint martin de bavel,Saint-Martin-de-Bavel,1510,1372,5.68333,45.85
1,saint-trivier-de-courtes,SAINT-TRIVIER-DE-COURTES,saint trivier de courtes,Saint-Trivier-de-Courtes,1560,1388,5.08333,46.4667
1,boyeux-saint-jerome,BOYEUX-SAINT-JEROME,boyeux saint jerome,Boyeux-Saint-Jérôme,1640,1056,5.46667,46.0333
1,chateau-gaillard,CHATEAU-GAILLARD,chateau gaillard,Château-Gaillard,1500,1089,5.3,45.9667
1,premeyzel,PREMEYZEL,premeyzel,Prémeyzel,1300,1310,5.65,45.6833
1,arandas,ARANDAS,arandas,Arandas,1230,1013,5.48333,45.9
1,chatenay-01,CHATENAY,chatenay,Châtenay,1320,1090,5.2,46.0333
1,innimond,INNIMOND,innimond,Innimond,1680,1190,5.56667,45.7833
1,boz,BOZ,boz,Boz,1190,1057,4.9,46.4
1,briord,BRIORD,briord,Briord,1470,1064,5.46667,45.7833
1,reyrieux,REYRIEUX,reyrieux,Reyrieux,1600,1322,4.81667,45.9333
1,matafelon-granges,MATAFELON-GRANGES,matafelon granges,Matafelon-Granges,1580,1240,5.56667,46.2667
1,drom,DROM,drom,Drom,1250,1150,5.36667,46.2167
1,chatillon-en-michaille,CHATILLON-EN-MICHAILLE,chatillon en michaille,Châtillon-en-Michaille,1200,1091,5.78333,46.1333
1,polliat,POLLIAT,polliat,Polliat,1310,1301,5.13333,46.25
1,vesancy,VESANCY,vesancy,Vesancy,1170,1436,6.08333,46.35
1,massieux,MASSIEUX,massieux,Massieux,1600,1238,4.83333,45.9167
1,saint-cyr-sur-menthon,SAINT-CYR-SUR-MENTHON,saint cyr sur menthon,Saint-Cyr-sur-Menthon,1380,1343,4.98333,46.2667
1,serrieres-sur-ain,SERRIERES-SUR-AIN,serrieres sur ain,Serrières-sur-Ain,1450,1404,5.45,46.15
1,nivollet-montgriffon,NIVOLLET-MONTGRIFFON,nivollet montgriffon,Nivollet-Montgriffon,1230,1277,5.43333,45.9833
1,izernore,IZERNORE,izernore,Izernore,1580,1192,5.55,46.2167
1,saint-nizier-le-desert,SAINT-NIZIER-LE-DESERT,saint nizier le desert,Saint-Nizier-le-Désert,1320,1381,5.15,46.05
1,guereins,GUEREINS,guereins,Guéreins,1090,1183,4.78333,46.1
1,illiat,ILLIAT,illiat,Illiat,1140,1188,4.88333,46.1833
1,trancliere,LA TRANCLIERE,la trancliere,La Tranclière,1160,1425,5.26667,46.1167
1,saint-didier-de-formans,SAINT-DIDIER-DE-FORMANS,saint didier de formans,Saint-Didier-de-Formans,1600,1347,4.78333,45.95
1,merignat,MERIGNAT,merignat,Mérignat,1450,1242,5.43333,46.0667
1,saint-eloi-01,SAINT-ELOI,saint eloi,Saint-Éloi,1800,1349,5.15,45.9333
1,chapelle-du-chatelard,LA CHAPELLE-DU-CHATELARD,la chapelle du chatelard,La Chapelle-du-Châtelard,1240,1085,5.03333,46.0667
1,saint-jean-de-niost,SAINT-JEAN-DE-NIOST,saint jean de niost,Saint-Jean-de-Niost,1800,1361,5.21667,45.8333
1,savigneux-01,SAVIGNEUX,savigneux,Savigneux,1480,1398,4.85,46
1,nattages,NATTAGES,nattages,Nattages,1300,1271,5.76667,45.7333
1,saint-benoît-01,SAINT-BENOIT,saint benoit,Saint-Benoît,1300,1338,5.58333,45.7
1,douvres,DOUVRES,douvres,Douvres,1500,1149,5.36667,45.9833
1,francheleins,FRANCHELEINS,francheleins,Francheleins,1090,1165,4.8,46.0667
1,dortan,DORTAN,dortan,Dortan,1590,1148,5.66667,46.3167
1,saint-germain-les-paroisses,SAINT-GERMAIN-LES-PAROISSES,saint germain les paroisses,Saint-Germain-les-Paroisses,1300,1358,5.61667,45.7667
1,miribel-01,MIRIBEL,miribel,Miribel,1700,1249,4.95306,45.8245
1,lancrans,LANCRANS,lancrans,Lancrans,1200,1205,5.83333,46.1333
1,echenevex,ECHENEVEX,echenevex,Échenevex,1170,1153,6.03333,46.3167
1,saint-jean-sur-veyle,SAINT-JEAN-SUR-VEYLE,saint jean sur veyle,Saint-Jean-sur-Veyle,1290,1365,4.91667,46.25
1,billiat,BILLIAT,billiat,Billiat,1200,1044,5.78333,46.0667
1,abergement-de-varey,L'ABERGEMENT-DE-VAREY,l abergement de varey,L'Abergement-de-Varey,1640,1002,5.41667,46
1,villeneuve-01,VILLENEUVE,villeneuve,Villeneuve,1480,1446,4.83667,46.0212
1,villars-les-dombes,VILLARS-LES-DOMBES,villars les dombes,Villars-les-Dombes,1330,1443,5.01667,46
1,thezillieu,THEZILLIEU,thezillieu,Thézillieu,1110,1417,5.6,45.8833
1,saint-etienne-sur-reyssouze,SAINT-ETIENNE-SUR-REYSSOUZE,saint etienne sur reyssouze,Saint-Étienne-sur-Reyssouze,1190,1352,5,46.4
1,souclin,SOUCLIN,souclin,Souclin,1150,1411,5.41667,45.8667
1,saint-just-01,SAINT-JUST,saint just,Saint-Just,1250,1369,5.28,46.1903
1,civrieux,CIVRIEUX,civrieux,Civrieux,1390,1105,4.88333,45.9167
1,argis,ARGIS,argis,Argis,1230,1017,5.48333,45.9333
1,talissieu,TALISSIEU,talissieu,Talissieu,1510,1415,5.71667,45.8667
1,birieux,BIRIEUX,birieux,Birieux,1330,1045,5.03333,45.95
1,saint-julien-sur-veyle,SAINT-JULIEN-SUR-VEYLE,saint julien sur veyle,Saint-Julien-sur-Veyle,1540,1368,4.95,46.2
1,thoiry-01,THOIRY,thoiry,Thoiry,1710,1419,5.97973,46.2364
1,laiz,LAIZ,laiz,Laiz,1290,1203,4.88333,46.25
1,cressin-rochefort,CRESSIN-ROCHEFORT,cressin rochefort,Cressin-Rochefort,1350,1133,5.76667,45.7667
1,saint-champ,SAINT-CHAMP,saint champ,Saint-Champ,1300,1341,5.73333,45.7833
1,saint-georges-sur-renon,SAINT-GEORGES-SUR-RENON,saint georges sur renon,Saint-Georges-sur-Renon,1400,1356,5.03333,46.1
1,lantenay-01,LANTENAY,lantenay,Lantenay,1430,1206,5.53333,46.05
1,vernoux,VERNOUX,vernoux,Vernoux,1560,1433,5.11667,46.4833
1,cormaranche-en-bugey,CORMARANCHE-EN-BUGEY,cormaranche en bugey,Cormaranche-en-Bugey,1110,1122,5.6,45.95
1,sainte-euphemie,SAINTE-EUPHEMIE,sainte euphemie,Sainte-Euphémie,1600,1353,4.78333,45.9667
1,beaupont,BEAUPONT,beaupont,Beaupont,1270,1029,5.26667,46.4
1,brens-01,BRENS,brens,Brens,1300,1061,5.69473,45.7187
1,ramasse,RAMASSE,ramasse,Ramasse,1250,1317,5.35,46.2
1,divonne-les-bains,DIVONNE-LES-BAINS,divonne les bains,Divonne-les-Bains,1220,1143,6.13333,46.3667
1,leaz,LEAZ,leaz,Léaz,1200,1209,5.88333,46.1
1,villes,VILLES,villes,Villes,1200,1448,5.78333,46.0833
1,saint-julien-sur-reyssouze,SAINT-JULIEN-SUR-REYSSOUZE,saint julien sur reyssouze,Saint-Julien-sur-Reyssouze,1560,1367,5.11667,46.4
1,groslee,GROSLEE,groslee,Groslée,1680,1182,5.56667,45.7167
1,vandeins,VANDEINS,vandeins,Vandeins,1660,1429,5.08333,46.2167
1,verjon,VERJON,verjon,Verjon,1270,1432,5.35,46.35
1,saint-andre-sur-vieux-jonc,SAINT-ANDRE-SUR-VIEUX-JONC,saint andre sur vieux jonc,Saint-André-sur-Vieux-Jonc,1240,1336,5.06667,46.15
1,saint-andre-d-huiriat,SAINT-ANDRE-D'HUIRIAT,saint andre d huiriat,Saint-André-d'Huiriat,1290,1334,4.91667,46.2167
1,grilly,GRILLY,grilly,Grilly,1220,1180,6.11667,46.3333
1,cessy,CESSY,cessy,Cessy,1170,1071,6.06667,46.3167
1,ordonnaz,ORDONNAZ,ordonnaz,Ordonnaz,1510,1280,5.53333,45.8333
1,vescours,VESCOURS,vescours,Vescours,1560,1437,5.03333,46.4667
1,meillonnas,MEILLONNAS,meillonnas,Meillonnas,1370,1241,5.35,46.25
1,geovreisset,GEOVREISSET,geovreisset,Géovreisset,1100,1171,5.6,46.25
1,ceyzerieu,CEYZERIEU,ceyzerieu,Ceyzérieu,1350,1073,5.73333,45.8333
1,beard-geovreissiat,BEARD-GEOVREISSIAT,beard geovreissiat,Béard-Géovreissiat,1460,1170,5.56667,46.2
1,burbanche,LA BURBANCHE,la burbanche,La Burbanche,1510,1066,5.56667,45.85
1,perrex,PERREX,perrex,Perrex,1540,1291,4.98333,46.2333
1,villemotier,VILLEMOTIER,villemotier,Villemotier,1270,1445,5.31667,46.35
1,jasseron,JASSERON,jasseron,Jasseron,1250,1195,5.33333,46.2167
1,corveissiat,CORVEISSIAT,corveissiat,Corveissiat,1250,1125,5.48333,46.2333
1,journans,JOURNANS,journans,Journans,1250,1197,5.33333,46.15
1,sermoyer,SERMOYER,sermoyer,Sermoyer,1190,1402,4.98333,46.5
1,charix,CHARIX,charix,Charix,1130,1087,5.68333,46.1833
1,arbignieu,ARBIGNIEU,arbignieu,Arbignieu,1300,1015,5.65,45.7333
1,leyssard,LEYSSARD,leyssard,Leyssard,1450,1214,5.46667,46.1667
1,saint-jean-de-thurigneux,SAINT-JEAN-DE-THURIGNEUX,saint jean de thurigneux,Saint-Jean-de-Thurigneux,1390,1362,4.88333,45.95
1,frans,FRANS,frans,Frans,1480,1166,4.78333,45.9833
1,tenay,TENAY,tenay,Tenay,1230,1416,5.5,45.9167
1,bage-la-ville,BAGE-LA-VILLE,bage la ville,Bâgé-la-Ville,1380,1025,4.95,46.3167
1,montmerle-sur-saone,MONTMERLE-SUR-SAONE,montmerle sur saone,Montmerle-sur-Saône,1090,1263,4.76667,46.0833
1,courmangoux,COURMANGOUX,courmangoux,Courmangoux,1370,1127,5.36667,46.3333
1,baneins,BANEINS,baneins,Baneins,1990,1028,4.9,46.1167
1,lagnieu,LAGNIEU,lagnieu,Lagnieu,1150,1202,5.35,45.9
1,attignat,ATTIGNAT,attignat,Attignat,1340,1024,5.16667,46.2833
1,saint-andre-de-bage,SAINT-ANDRE-DE-BAGE,saint andre de bage,Saint-André-de-Bâgé,1380,1332,4.91667,46.3
1,pont-de-vaux,PONT-DE-VAUX,pont de vaux,Pont-de-Vaux,1190,1305,4.93333,46.4333
1,amberieu-en-bugey,AMBERIEU-EN-BUGEY,amberieu en bugey,Ambérieu-en-Bugey,1500,1004,5.35,45.95
1,peyzieux-sur-saone,PEYZIEUX-SUR-SAONE,peyzieux sur saone,Peyzieux-sur-Saône,1140,1295,4.81667,46.1167
1,crozet-01,CROZET,crozet,Crozet,1170,1135,6.01251,46.2806
1,seyssel-01,SEYSSEL,seyssel,Seyssel,1420,1407,5.83194,45.9597
1,beynost,BEYNOST,beynost,Beynost,1700,1043,5,45.8333
1,versonnex-01,VERSONNEX,versonnex,Versonnex,1210,1435,6.09723,46.3023
1,saint-laurent-sur-saone,SAINT-LAURENT-SUR-SAONE,saint laurent sur saone,Saint-Laurent-sur-Saône,1620,1370,4.83333,46.3
1,artemare,ARTEMARE,artemare,Artemare,1510,1022,5.7,45.8667
1,montracol,MONTRACOL,montracol,Montracol,1310,1264,5.11667,46.1833
1,parves,PARVES,parves,Parves,1300,1286,5.75,45.75
1,pugieu,PUGIEU,pugieu,Pugieu,1510,1316,5.65,45.8167
1,virieu-le-grand,VIRIEU-LE-GRAND,virieu le grand,Virieu-le-Grand,1510,1452,5.65,45.85
1,saint-remy-01,SAINT-REMY,saint remy,Saint-Rémy,1310,1385,5.16667,46.1833
1,rance,RANCE,rance,Rancé,1390,1318,4.86667,45.9667
1,grieges,GRIEGES,grieges,Grièges,1290,1179,4.85,46.25
1,grand-corent,GRAND-CORENT,grand corent,Grand-Corent,1250,1177,5.43333,46.2
1,outriaz,OUTRIAZ,outriaz,Outriaz,1430,1282,5.55,46.0667
1,montagnieu-01,MONTAGNIEU,montagnieu,Montagnieu,1470,1255,5.46667,45.8
1,champagne-en-valromey,CHAMPAGNE-EN-VALROMEY,champagne en valromey,Champagne-en-Valromey,1260,1079,5.68333,45.9
1,amberieux-en-dombes,AMBERIEUX-EN-DOMBES,amberieux en dombes,Ambérieux-en-Dombes,1330,1005,4.9,46
1,boisse-01,LA BOISSE,la boisse,La Boisse,1120,1049,5.03333,45.85
1,parcieux,PARCIEUX,parcieux,Parcieux,1600,1285,4.81667,45.9167
1,saint-didier-d-aussiat,SAINT-DIDIER-D'AUSSIAT,saint didier d aussiat,Saint-Didier-d'Aussiat,1340,1346,5.06667,46.3
1,saint-nizier-le-bouchoux,SAINT-NIZIER-LE-BOUCHOUX,saint nizier le bouchoux,Saint-Nizier-le-Bouchoux,1560,1380,5.15,46.45
1,ars-sur-formans,ARS-SUR-FORMANS,ars sur formans,Ars-sur-Formans,1480,1021,4.81667,45.9833
1,anglefort,ANGLEFORT,anglefort,Anglefort,1350,1010,5.80833,45.9167
1,corlier,CORLIER,corlier,Corlier,1110,1121,5.5,46.0333
1,ferney-voltaire,FERNEY-VOLTAIRE,ferney voltaire,Ferney-Voltaire,1210,1160,6.11667,46.25
1,saint-maurice-de-remens,SAINT-MAURICE-DE-REMENS,saint maurice de remens,Saint-Maurice-de-Rémens,1500,1379,5.28333,45.95
1,chatillon-la-palud,CHATILLON-LA-PALUD,chatillon la palud,Châtillon-la-Palud,1320,1092,5.25,45.9667
1,saint-sulpice-01,SAINT-SULPICE,saint sulpice,Saint-Sulpice,1340,1387,5.04167,46.3203
1,saint-bois,SAINT-BOIS,saint bois,Saint-Bois,1300,1340,5.63333,45.7
1,virignin,VIRIGNIN,virignin,Virignin,1300,1454,5.71667,45.7167
1,premillieu,PREMILLIEU,premillieu,Prémillieu,1110,1311,5.56667,45.8667
1,genouilleux,GENOUILLEUX,genouilleux,Genouilleux,1090,1169,4.78333,46.1167
1,reyssouze,REYSSOUZE,reyssouze,Reyssouze,1190,1323,4.91667,46.4333
1,collonges,COLLONGES,collonges,Collonges,1550,1109,5.9,46.1333
1,saint-germain-de-joux,SAINT-GERMAIN-DE-JOUX,saint germain de joux,Saint-Germain-de-Joux,1130,1357,5.73333,46.1833
1,bregnier-cordon,BREGNIER-CORDON,bregnier cordon,Brégnier-Cordon,1300,1058,5.61667,45.65
1,saint-martin-le-chatel,SAINT-MARTIN-LE-CHATEL,saint martin le chatel,Saint-Martin-le-Châtel,1310,1375,5.11667,46.2833
1,marignieu,MARIGNIEU,marignieu,Marignieu,1300,1234,5.71667,45.8
1,neyrolles,LES NEYROLLES,les neyrolles,Neyrolles,1130,1274,5.63333,46.1333
1,sulignat,SULIGNAT,sulignat,Sulignat,1400,1412,4.96667,46.1667
1,beny,BENY,beny,Bény,1370,1038,5.28333,46.3333
1,injoux-genissiat,INJOUX-GENISSIAT,injoux genissiat,Injoux-Génissiat,1200,1189,5.78333,46.05
1,chanay,CHANAY,chanay,Chanay,1420,1082,5.78333,46
1,chatillon-sur-chalaronne,CHATILLON-SUR-CHALARONNE,chatillon sur chalaronne,Châtillon-sur-Chalaronne,1400,1093,4.96667,46.1167
1,farges-01,FARGES,farges,Farges,1550,1158,5.91667,46.1667
1,saint-alban-01,SAINT-ALBAN,saint alban,Saint-Alban,1450,1331,5.45,46.1
1,curtafond,CURTAFOND,curtafond,Curtafond,1310,1140,5.08333,46.2667
1,viriat,VIRIAT,viriat,Viriat,1440,1451,5.21667,46.25
1,belleydoux,BELLEYDOUX,belleydoux,Belleydoux,1130,1035,5.76667,46.25
1,bage-le-chatel,BAGE-LE-CHATEL,bage le chatel,Bâgé-le-Châtel,1380,1026,4.93333,46.3
1,sainte-olive,SAINTE-OLIVE,sainte olive,Sainte-Olive,1330,1382,4.93333,46.0167
1,saint-genis-sur-menthon,SAINT-GENIS-SUR-MENTHON,saint genis sur menthon,Saint-Genis-sur-Menthon,1380,1355,5.01667,46.2833
1,domsure,DOMSURE,domsure,Domsure,1270,1147,5.3,46.4167
1,chavannes-sur-suran,CHAVANNES-SUR-SURAN,chavannes sur suran,Chavannes-sur-Suran,1250,1095,5.41667,46.2667
1,priay,PRIAY,priay,Priay,1160,1314,5.28333,46
1,peyrieu,PEYRIEU,peyrieu,Peyrieu,1300,1294,5.67751,45.6767
1,lalleyriat,LALLEYRIAT,lalleyriat,Lalleyriat,1130,1204,5.71667,46.15
1,sergy-01,SERGY,sergy,Sergy,1630,1401,6,46.25
1,saint-martin-du-frene,SAINT-MARTIN-DU-FRENE,saint martin du frene,Saint-Martin-du-Frêne,1430,1373,5.55,46.1333
1,saint-maurice-de-beynost,SAINT-MAURICE-DE-BEYNOST,saint maurice de beynost,Saint-Maurice-de-Beynost,1700,1376,4.96667,45.8333
1,servas-01,SERVAS,servas,Servas,1240,1405,5.16667,46.1333
1,cuzieu-01,CUZIEU,cuzieu,Cuzieu,1300,1141,5.67445,45.8192
1,jayat,JAYAT,jayat,Jayat,1340,1196,5.11667,46.3667
1,lavours,LAVOURS,lavours,Lavours,1350,1208,5.76667,45.8
1,chevroux,CHEVROUX,chevroux,Chevroux,1190,1102,4.95,46.3833
1,pollieu,POLLIEU,pollieu,Pollieu,1350,1302,5.75,45.8
1,beligneux,BELIGNEUX,beligneux,Béligneux,1360,1032,5.11667,45.8667
1,brenaz,BRENAZ,brenaz,Brénaz,1260,1059,5.71667,45.95
1,benonces,BENONCES,benonces,Bénonces,1470,1037,5.48333,45.8333
1,saint-jean-le-vieux-01,SAINT-JEAN-LE-VIEUX,saint jean le vieux,Saint-Jean-le-Vieux,1640,1363,5.38917,46.0284
1,beauregard-01,BEAUREGARD,beauregard,Beauregard,1480,1030,4.75139,46.002
1,oyonnax,OYONNAX,oyonnax,Oyonnax,1100,1283,5.66667,46.25
1,mionnay,MIONNAY,mionnay,Mionnay,1390,1248,4.93333,45.9
1,germagnat,GERMAGNAT,germagnat,Germagnat,1250,1172,5.45,46.3167
1,coligny,COLIGNY,coligny,Coligny,1270,1108,5.35,46.3833
1,simandre-sur-suran,SIMANDRE-SUR-SURAN,simandre sur suran,Simandre-sur-Suran,1250,1408,5.41667,46.2167
1,abergement-clemenciat,L'ABERGEMENT-CLEMENCIAT,l abergement clemenciat,L'Abergement-Clémenciat,1400,1001,4.91667,46.15
